|block1|block2|time|time_diff|ci|cc|acc|sn|enc|time|session|crc|ci==8D|
|41442d2c461248713404|8d209540e200204e0bf218ee7c8df609354a4f0cfb0e8b77d45d713bd591f76a64655f4a4c926239ebd17b1d342910e591a920b1afa133a200|1554987281|15|8d|20|95|40e20020|000|000011100010000000000010|010|4e0b|True|00|00|00|00|00|01|00|01|00|00|00|00|00|00|00|07|07|04|0a|05|05|02|0a|0e|03|03|04|00|07|02|05|04|07|00|03|07|01|0c|06|00|05|0b|0b|0c|06|08|06|03|01|01|09|02|05|06|00|02|01|04|02|0d|0b|01|06|04|03|08|07|01|01|0f|0a|04|01|01|01|02|05|06|0b|06|0a|03|01|03|04|05|08|02|02|08|0c|01|0c|05|09|01|04|06|04|04|00|0a|01|01|04|07|0a|08|02|03|03|09|00|00|
|58442d2c461248713404|8d209740e20020b32ff3515b49f3f60931b5480cfb0e8b732b55733bd591f37e66651b020ce17a38ebd1d270706112b8d7e1244e2c8d8a713b383cd2de2557cfa9de0c503a947e1065d4fceb327dc500|1554987313|32|8d|20|97|40e20020|000|000011100010000000000010|010|b32f|True|00|00|00|00|00|02|00|00|00|00|00|00|00|00|07|0b|02|04|00|01|04|07|09|03|03|03|07|0a|00|00|00|00|00|04|07|05|00|07|00|00|00|00|00|00|00|00|00|04|0b|07|00|08|00|02|00|00|00|00|00|00|00|04|01|04|00|02|00|00|04|04|04|08|04|00|05|01|01|08|00|01|00|00|00|00|06|09|06|0d|04|04|04|08|00|02|03|03|04|06|04|08|00|04|07|0d|08|03|02|0c|05|07|03|01|03|0b|
|41442d2c461248713404|8d209851e20020cdce3c3be87a02d2286efe476f729ea7da82cff604434deb836846463894a3395d1530bd3c4c38715cc7eae82f713a499f00|1554987328|15|8d|20|98|51e20020|000|000111100010000000000010|010|cdce|True|00|00|00|00|00|01|01|01|00|00|00|00|00|00|01|0a|0a|01|0c|09|02|0a|09|03|03|01|0f|01|02|04|02|01|03|0d|04|09|00|01|06|03|08|09|09|00|02|04|06|07|06|09|07|0a|08|03|03|07|09|02|05|0c|01|08|01|0b|00|02|02|01|03|05|03|06|09|08|04|02|04|01|02|05|0d|06|0a|01|02|0b|04|0c|03|0c|03|07|06|01|06|04|01|00|00|09|0c|04|02|01|05|0b|05|03|04|01|02|0e|03|0b|
|41442d2c461248713404|8d209950e200204801c599a5f80a803e10dae18d7b051bbd03715ef669c4e02ac43d7499532931da755b408394307aed42a3c654ce85ffcc00|1554987344|16|8d|20|99|50e20020|000|000011100010000000000010|010|4801|True|00|00|00|00|00|01|00|01|00|00|00|00|00|00|08|05|0c|0d|09|07|06|02|04|03|08|02|00|08|05|02|01|06|05|0e|02|04|0a|06|02|02|00|09|09|09|09|04|02|03|08|01|05|0e|0a|08|0f|02|02|06|08|09|00|0b|06|07|06|04|01|07|03|02|06|01|04|01|08|06|00|08|08|03|06|00|02|0b|07|0d|05|09|05|08|00|08|00|09|09|01|08|05|04|07|02|02|03|0b|05|0d|05|05|0b|06|03|03|00|00|
|41442d2c461248713404|8d209a50e200204801c599a5f80a803e10dae18d7b051bbd03715ef669c4e02ac43d7499532931da755b408394307aed42a3c654ce85465e00|1554987360|16|8d|20|9a|50e20020|000|000011100010000000000010|010|4801|True|00|00|00|00|00|01|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|0b|09|07|02|00|00|
|41442d2c461248713404|8d209b50e200204801c599a5f80a803e10dae18d7b051bbd03715ef669c4e02ac43d7499532931da755b408394307aed42a3c654ce852ed000|1554987376|16|8d|20|9b|50e20020|000|000011100010000000000010|010|4801|True|00|00|00|00|00|01|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|02|08|08|0e|00|00|
|41442d2c461248713404|8d209c61e200202598c15d1df2e65baebca6b88a099714affaf5d39ff1c6bfdb0f23e3a12663f35e5afbbceb32a8993ea630f5491e405b8b00|1554987391|15|8d|20|9c|61e20020|000|000111100010000000000010|011|2598|True|00|00|00|00|00|01|01|01|00|00|00|00|00|00|02|03|09|07|00|04|04|04|09|08|00|06|0e|04|03|0b|07|00|0a|0c|03|04|03|07|00|03|07|02|09|02|00|07|01|02|0f|07|08|04|08|0b|06|09|09|08|00|02|03|0f|0b|01|0c|0b|01|0a|07|01|01|08|03|03|04|06|0c|02|08|04|02|05|0a|00|07|0c|06|08|06|02|07|08|02|01|0b|01|06|04|07|03|03|01|01|05|0b|00|04|05|03|03|05|0b|00|00|
|41442d2c461248713404|8d209d60e2002083f1dbafd5aa060d0585bd05c8ad6578913cf61a6e79040a78e463e3d3810e9a59ff53e2252ede9dd5a3172c02b1adc91800|1554987407|16|8d|20|9d|60e20020|000|000011100010000000000010|011|83f1|True|00|00|00|00|00|01|00|01|00|00|00|00|00|00|06|02|06|07|01|0a|05|02|0c|08|05|08|0e|00|05|02|0a|09|03|07|01|07|0b|03|04|02|0a|04|03|02|06|04|01|0e|0c|02|00|01|0c|07|03|01|08|08|0c|02|0b|05|06|03|0e|0b|04|00|00|00|03|02|06|05|06|0b|06|07|00|05|0a|05|0a|08|03|0a|0c|06|01|0c|03|06|00|04|0a|09|00|03|02|07|0d|07|04|07|0a|0d|06|0d|07|02|07|03|00|00|
|41442d2c461248713404|8d209e60e2002083f1dbafd5aa060d0585bd05c8ad6578913cf61a6e79040a78e463e3d3810e9a59ff53e2252ede9dd5a3172c02b1ad708a00|1554987423|16|8d|20|9e|60e20020|000|000011100010000000000010|011|83f1|True|00|00|00|00|00|01|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|05|09|07|02|00|00|
|58442d2c461248713404|8d209f71e200200452f9656bbca4f10cafdd6317e1f455ac590cd94a44d0e96187088f4b067af859a80d54cf765124afc79f2735d5b20e871ab38becc7820d7808ae844c79cbeb33c84ff44a9b1f7900|1554987438|15|8d|20|9f|71e20020|000|000111100010000000000010|011|0452|True|00|00|00|00|00|01|01|01|00|00|00|00|00|00|08|01|0a|01|02|02|04|0a|07|06|01|02|0a|02|0f|0c|00|07|02|0a|02|00|06|02|0b|01|04|0c|09|01|02|03|01|0b|02|03|0f|06|0c|01|02|04|03|05|0d|04|0e|01|01|07|06|03|06|05|06|0c|09|08|08|05|07|04|06|02|00|00|05|07|05|0a|09|02|0a|0a|05|08|08|0d|07|09|03|0a|02|04|08|08|00|05|03|03|02|04|01|0b|07|0e|00|03|01|0a|
