|block1|block2|time|time_diff|ci|cc|acc|sn|enc|time|session|crc|ci==8D|
|41442d2c461248713404|8d20f390e80020a335f35f60795c6ccaf65da6c17c68c2f9e549a6c3802961d7709c612877802a12786e6677906d4e2e340508f60e9b6be200|1555410475|-1|8d|20|f3|90e80020|000|000011101000000000000010|100|a335|True||
|58442d2c461248713404|8d20f4a1e80020bcf2d6ea471e41d629fbafdb46247e7589073a1b2da3b85e354c019c44aafd6534e09e8a0b12fb8d2a40fa8d29397af9bd251e0d19acdfcb5189da47f9d8e51e0a03439a59f4049f00|1555410492|17|8d|20|f4|a1e80020|000|000111101000000000000010|101|bcf2|True|00|00|01|11|00|00|00|19|bd|1d|8b|19|5b|1b|6a|a1|05|52|35|7b|58|16|4d|70|de|0f|8b|96|23|8f|03|a2|24|9b|3b|1c|33|7d|3b|22|68|30|24|6c|7e|8e|3f|04|0c|f5|85|cd|2b|21|8e|25|25|
|41442d2c461248713404|8d20f5a0e800202905c0f64060a784e8ea64a23e770017e7628f07a0508439b9415878f3cb3c89dabc21503ad92b3c83ec56a1c9b4ff576700|1555410508|16|8d|20|f5|a0e80020|000|000011101000000000000010|101|2905|True|00|00|01|01|00|00|00|93|ed|16|0c|07|42|66|52|bf|11|4b|39|08|53|7e|5e|5e|5b|55|14|73|53|34|25|84|0b|57|24|af|21|c1|24|a6|24|7d|3a|2f|c7|d0|51|59|ac|a4|14|a0|7b|85|a2|56|25|
|41442d2c461248713404|8d20f6a0e800202905c0f64060a784e8ea64a23e770017e7628f07a0508439b9415878f3cb3c89dabc21503ad92b3c83ec56a1c9b4ffeef500|1555410525|17|8d|20|f6|a0e80020|000|000011101000000000000010|101|2905|True|00|00|01|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|97|8e|00|
|41442d2c461248713404|8d20f7b1e800205409a098695c0b2957e271bf8a6be8f741981bee5beb6c92913ed53a8ddeb133a98c3e0456c4230eae80a1d502768879cf00|1555410541|16|8d|20|f7|b1e80020|000|000111101000000000000010|101|5409|True|00|00|01|11|00|00|00|2b|04|20|5e|29|04|9c|5b|91|08|0d|1d|4c|0c|e8|e0|a6|36|74|e7|45|9b|18|59|28|03|7d|3e|66|13|75|56|31|30|1d|4c|1c|15|08|2e|2b|6c|4b|34|c7|3e|77|75|26|00|
|41442d2c461248713404|8d20f8b0e8002037003930b513797c0c8b49e9097c75ed858a1f3d19a607f52894cdc02280cbff279722d9cd0aa8a1d640128377dab28f8f00|1555410557|16|8d|20|f8|b0e80020|000|000011101000000000000010|101|3700|True|00|00|01|01|00|00|00|1d|09|67|68|4c|49|6e|53|4b|57|28|2a|81|11|73|0a|44|0e|04|b1|42|45|65|63|69|56|08|86|6b|5e|1a|cc|82|0b|1c|d5|77|ba|85|93|28|40|8f|52|75|64|2a|16|40|00|
|41442d2c461248713404|8d20f9b0e8002037003930b513797c0c8b49e9097c75ed858a1f3d19a607f52894cdc02280cbff279722d9cd0aa8a1d640128377dab2e70100|1555410574|17|8d|20|f9|b0e80020|000|000011101000000000000010|101|3700|True|00|00|01|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|58|8e|00|
|41442d2c461248713404|8d20fab0e8002037003930b513797c0c8b49e9097c75ed858a1f3d19a607f52894cdc02280cbff279722d9cd0aa8a1d640128377dab27e9300|1555410590|16|8d|20|fa|b0e80020|000|000011101000000000000010|101|3700|True|00|00|01|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|69|92|00|
|58442d2c461248713406|8d20fcc0e800206bc389dc36d96385d45e71cef397e014b82d0016c3fe06422089035eeee36b6c0917b27ae7446a535dd546e8ac05a94c55d3786b91aa6ced39295818d43bc85f1340de368b016cbb00|1555410623|33|8d|20|fc|c0e80020|000|000011101000000000000010|110|6bc3|True|00|00|02|10|00|00|00|34|c3|50|ac|7f|c6|16|09|c8|2d|28|1b|ea|1b|6b|d9|33|5d|1f|27|aa|58|01|b3|08|0b|ca|62|cc|63|60|93|1e|80|90|5f|1a|3a|3e|4e|79|95|34|65|35|d5|09|32|3e|d3|
|41442d2c461248713404|8d20fdc0e8002091d6889583851d85d45a8ec9f397e014bcd2081dc3fe06463482031aa6a318740817b2c88a00225100930eec538685255400|1555410640|17|8d|20|fd|c0e80020|000|000011101000000000000010|110|91d6|True|00|00|01|00|00|00|00|26|13|01|47|4d|54|46|00|00|04|1d|05|00|00|00|00|04|a5|08|07|00|00|00|04|14|07|00|44|48|40|53|08|01|00|00|4e|5d|44|48|02|5d|42|38|04|59|81|24|27|01|d3|
|41442d2c461248713404|8d20ffd1e80020336e07d5969b25d2fecc99ce26038633395b43b820101ad86b92146a54498fd32cfe5000ba2fa58ad03e5e386c697f629b00|1555410673|33|8d|20|ff|d1e80020|000|000111101000000000000010|110|336e|True|00|00|02|11|00|00|00|5e|68|81|40|13|16|08|4d|2a|72|0b|05|cd|94|5a|1f|83|77|3b|9b|a3|ee|14|92|37|10|11|50|52|5a|77|5f|24|e7|62|c8|30|2f|83|39|d0|55|50|b4|19|1d|06|3d|47|00|
|41442d2c461248713404|8d2001d0e80020f92018fdcfbc787aa6c95a6565536816015855212c2123abc9e8ce600562201759f19977fa0319c0eca31c38629302af2f00|1555410706|33|8d|20|01|d0e80020|000|000011101000000000000010|110|f920|True|00|00|fe|01|00|00|00|c6|4e|11|28|39|21|53|58|58|03|3f|69|3f|50|1e|1d|38|03|12|97|0c|11|09|2d|5e|56|ba|0a|4f|19|6f|bc|2d|0d|49|77|40|2c|8c|36|1c|65|42|00|0a|2a|7d|4d|6c|00|
|41442d2c461248713404|8d2002e1e80020fa1101181ecd591b87e204d01cbc02994834c6836b82bb2af3bc8e51bed5fd180da4ed4519435c93a29b7aa73eb5d3f40800|1555410722|16|8d|20|02|e1e80020|000|000111101000000000000010|111|fa11|True|00|00|01|11|00|00|00|01|0f|17|e5|b1|11|1f|5f|1f|19|56|6b|49|69|66|83|47|24|71|62|3f|61|98|81|2a|2c|40|0f|b9|73|dd|01|4c|4d|54|32|e1|40|43|2d|4a|08|5e|6f|24|22|d1|45|27|00|
|41443d2c461248713404|8d2003e0e80020c57b25d3182c5d37f3f02d7b04fda3e041ed28dd21c86e8d6c3ca182a9183ada8b3365834eeb7e5b6df05346fb990eb7a100|1555410739|17|8d|20|03|e0e80020|000|000011101000000000000010|111|c57b|True|00|00|01|01|00|00|00|35|6a|24|bb|06|a1|04|1c|6c|0e|29|55|18|41|a1|47|07|b9|9e|5a|4a|46|4d|63|87|80|13|31|15|bd|c3|c2|7e|71|88|3e|35|a8|22|38|35|55|27|61|bd|1c|c5|3d|99|00|
|58442d2c461248713404|8d2004e0e800203f6e249aad702337f3f4d27c04fda3e0451220d621c86e897837a1c6e15849c28a33653123af365930b61b42041a22ea26a51d7e1f2145784c28c5ac9d736bbf19c42bb2225af48e00|1555410755|16|8d|20|04|e0e80020|000|000011101000000000000010|111|3f6e|True|00|00|01|00|00|00|00|86|0d|01|39|95|44|3a|00|00|04|a5|01|00|00|00|00|04|db|08|07|00|00|00|04|0c|05|00|44|38|40|0f|18|01|00|00|52|2b|3c|48|02|3d|3a|38|04|f7|7f|14|33|7b|a5|
|41442d2c461248713404|8d2006f1e80020869f5b2516bbb9e99e44210c793167badbf1b1d36caf141a6d160e72f0349975de7f89ea233aebb9fe9fb6feb7cd385b6c00|1555410788|33|8d|20|06|f1e80020|000|000111101000000000000010|111|869f|True|00|00|02|11|00|00|00|47|31|37|75|97|4b|96|b2|55|b0|b1|70|75|cc|3c|26|96|df|91|03|4b|19|5a|6f|0b|21|93|54|0f|24|50|4d|54|4c|24|b9|00|75|b5|60|ce|17|9b|bc|b3|b3|16|8f|46|a5|
|41442d2c461248713404|8d2007f0e8002065e5f502262b286706c40aff4b232e193657b357cee6a03569fa01f3f275f82edc383fc16ab25ec34bfc40cc78823a4d6c00|1555410804|16|8d|20|07|f0e80020|000|000011101000000000000010|111|65e5|True|00|00|01|01|00|00|00|21|46|9a|23|10|90|91|82|98|80|17|f3|2e|0e|39|a1|a5|9a|02|7c|62|37|8c|1b|04|e4|0d|81|02|41|5f|47|02|47|4a|29|47|78|8d|0a|b3|5d|76|32|3f|4b|02|0e|00|00|
|41442d2c461248713404|8d2008f0e8002065e5f502262b286706c40aff4b232e193657b357cee6a03569fa01f3f275f82edc383fc16ab25ec34bfc40cc78823a687c00|1555410821|17|8d|20|08|f0e80020|000|000011101000000000000010|111|65e5|True|00|00|01|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|1b|10|00|
|41442d2c461248713404|8d2009f0e8002065e5f502262b286706c40aff4b232e193657b357cee6a03569fa01f3f275f82edc383fc16ab25ec34bfc40cc78823a00f200|1555410837|16|8d|20|09|f0e80020|000|000011101000000000000010|111|65e5|True|00|00|01|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|68|76|00|
|41442d2c461248713404|8d200a01e90020c94c3e016604466d05f0fcfcdcf1570531947e33c387fa98c3e1bf88b41a69ee823c7ef045663b6bc01f405e7520d3e7ae00|1555410854|17|8d|20|0a|01e90020|000|000111101001000000000010|000|c94c|True|00|00|01|ef|01|00|00|64|99|b7|01|40|27|1e|06|01|2c|f2|03|91|ce|29|14|05|3d|35|24|0b|5f|5a|63|5a|19|be|6b|3e|5b|8f|c0|5a|04|3f|2f|25|4c|23|58|75|dd|00|6e|03|62|99|e7|44|00|
