|block1|block2|time|time_diff|ci|cc|acc|sn|enc|time|session|crc|ci==8D|
|41442d2c461248713404|8d20c481da002068458a69ee5c84e539af1567df7b8abb37e9ad6880331a6134d94716e1802298ab850d175ff22f35a79fa1a11966e4d7fb00|1554979834|16|8d|20|c4|81da0020|000|000111011010000000000010|100|6845|True|00|00|00|00|00|01|01|01|00|00|00|00|00|00|02|01|02|02|02|01|00|02|05|04|01|05|02|03|0c|02|01|08|0a|03|00|02|07|04|0c|03|04|00|07|08|07|01|03|02|0b|06|06|01|05|01|06|01|0b|00|0d|02|06|0a|0c|00|0c|01|02|06|0c|02|01|01|02|06|08|01|04|03|01|02|01|01|09|0d|05|02|04|0c|0a|02|06|0e|01|05|06|00|01|09|02|0e|01|08|04|06|02|07|01|04|0a|05|0b|08|00|00
|41442d2c461248713404|8d20c580da0020e77cea5695bde254804fae2b63317408d0a2467be9ab9f9a3c68061804732543a631e93cc5189143957fdb90902a56cca000|1554979850|16|8d|20|c5|80da0020|000|000011011010000000000010|100|e77c|True|00|00|00|00|00|01|00|01|00|00|00|00|00|00|08|01|03|07|06|00|01|03|05|09|06|01|06|02|09|01|05|09|06|00|09|09|04|04|07|0c|04|0a|01|06|0b|03|0a|07|04|07|06|07|01|03|06|09|07|08|08|05|03|09|00|08|07|01|04|01|00|02|0e|03|01|03|00|03|05|05|00|05|05|04|0e|04|02|05|07|0a|0e|06|07|0e|01|02|01|02|02|00|03|0a|01|01|08|09|04|04|09|02|01|05|05|0b|00|00
|41442d2c461248713404|8d20c680da0020e77cea5695bde254804fae2b63317408d0a2467be9ab9f9a3c68061804732543a631e93cc5189143957fdb90902a56753200|1554979866|16|8d|20|c6|80da0020|000|000011011010000000000010|100|e77c|True|00|00|00|00|00|01|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|05|07|07|02|00|00
|58442d2c461248713404|8d20c780da00201a58eb1f20889c54804b512c63317408d45d4e79e9ab9f9e286a065c4c33565ba731e995a85cd941c83993946fa97a445ba7cb6039acbeb8e13c05bc5c70a92cf9639e8687cef5b800|1554979882|16|8d|20|c7|80da0020|000|000011011010000000000010|100|1a58|True|00|00|00|00|00|01|00|00|00|00|00|00|00|00|0d|03|02|04|00|01|04|09|07|05|03|05|05|0a|00|00|00|00|00|04|05|0d|00|01|00|00|00|00|00|00|00|00|00|04|05|0b|00|08|00|02|00|00|00|00|00|00|00|04|01|04|00|02|00|00|04|04|04|08|04|00|03|01|01|08|00|01|00|00|00|00|06|07|02|03|04|04|04|08|00|02|03|03|04|06|04|08|00|04|03|0f|08|01|02|04|03|01|02|09|0a|07
|41442d2c461248713404|8d20c891da0020a8c11663decefea4a27a129066f02835ad91220f75c284fec85250aa50a1e14e450ccf260ded5fcc8e06ebb1ce8184cddd00|1554979898|16|8d|20|c8|91da0020|000|000111011010000000000010|100|a8c1|True|00|00|00|00|00|01|01|01|00|00|00|00|00|00|09|02|07|07|0d|05|05|0c|0b|0e|04|06|06|02|05|00|02|02|03|01|04|01|07|0c|00|03|0c|01|05|04|03|03|03|09|04|0c|02|0c|07|06|07|04|02|09|01|0b|06|00|0a|00|01|08|05|06|05|02|01|0c|07|02|09|05|01|03|06|02|03|0b|02|06|07|01|0a|05|09|01|08|06|08|0b|04|06|03|03|05|08|02|03|06|01|02|08|01|06|08|09|08|02|0a|07
|41442d2c461248713404|8d20c990da0020482b4bdb1986673dfb361b776f7784ed8606c0c73e9a95e65a1a65214169da7d49f6e163058cffcbbd9dc369db95f1282100|1554979914|16|8d|20|c9|90da0020|000|000011011010000000000010|100|482b|True|00|00|00|00|00|01|00|01|00|00|00|00|00|00|06|00|0a|0a|03|05|07|08|0c|05|04|08|09|07|07|09|05|09|04|04|00|09|02|07|00|09|08|07|06|04|0b|08|02|07|09|05|0a|02|0c|08|04|09|03|08|01|01|01|08|07|02|04|08|01|05|08|09|01|01|04|08|01|09|03|01|00|04|0f|06|02|0e|04|03|00|08|06|01|0a|00|00|01|03|01|09|07|02|08|05|08|01|03|01|04|07|03|0a|05|0b|0c|00|00
|41442d2c461248713404|8d20ca90da0020482b4bdb1986673dfb361b776f7784ed8606c0c73e9a95e65a1a65214169da7d49f6e163058cf7cbbd9dc369db95f191b300|1554979930|16|8d|20|ca|90da0020|000|000011011010000000000010|100|482b|True|00|00|00|00|00|01|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|08|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|07|07|09|02|00|00
|41442d2c461248713404|8d20cb90da0020482b4bdb1986673dfb361b776f7784ed8606c0c73e9a95e65a1a65214169da7d49f6e163058cf7cbbd9dc369db95f1f93d00|1554979946|16|8d|20|cb|90da0020|000|000011011010000000000010|100|482b|True|00|00|00|00|00|01|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|06|08|08|0a|00|00
|41442d2c461248713404|8d20cda0da002047fd49978fb63a9654b74e3bfcf82a971e46698fa9c80a959da40ce944de03e0e2270f09e7b5519b2315b55129ba0c55dd00|1554979979|33|8d|20|cd|a0da0020|000|000011011010000000000010|101|47fd|True|00|00|00|00|00|02|01|00|00|00|00|00|00|00|00|01|0d|02|00|02|04|04|07|06|03|00|03|03|06|07|0a|07|08|01|03|03|04|04|09|03|08|01|06|06|05|06|07|08|04|00|06|09|04|08|07|05|03|02|09|05|05|01|04|03|09|06|06|07|0c|08|00|03|07|05|0d|07|07|0d|0a|07|0d|01|0e|0e|06|06|0e|02|03|07|0a|06|03|00|09|0a|08|08|01|02|01|08|0b|02|02|05|0f|0b|0a|04|0a|00|00|00
|41442d2c461248713404|8d20cea0da002047fd49978fb63a9654b74e3bfcf82a971e46698fa9c80a9595a40ce944de03e0e2250f09e7b5519b2315b55129ba0cec4f00|1554979995|16|8d|20|ce|a0da0020|000|000011011010000000000010|101|47fd|True|00|00|00|00|00|01|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|08|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|02|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|00|09|07|09|02|00|00
|41442d2c461248713404|8d20d0b1da0020fe69f310e918a005fbe857631db6cc3069af3101fc1840ba8baa04223127c34d40ab22e69a9f4faaee12750820f8cddc4d00|1554980027|32|8d|20|d0|b1da0020|000|000111011010000000000010|101|fe69|True|00|00|00|00|01|0e|01|01|00|00|00|00|00|00|0b|07|09|04|0b|06|08|07|06|06|0a|02|07|0a|09|01|0a|07|03|01|01|07|03|08|0e|01|04|02|0a|02|06|07|05|05|06|09|03|08|08|0e|05|03|0b|00|04|0a|02|05|01|06|00|06|00|08|0c|07|01|03|0b|07|0c|00|0a|0d|0a|02|08|06|02|0d|0e|03|05|03|02|0a|01|0e|01|01|0c|0b|00|03|04|00|05|07|00|09|04|02|0c|01|01|00|00|02|00|00
